id,priceType,priceFirst,priceMonth,description,floor,area,fee,roomType,roomNum,address,latitude,longitude,detailUrl,imageUrl,roomList
대전광역시 25,월세,500,45,"o행운o탄방역세권,엘베,위치좋은 풀옵션 1.5룸",2층,39.66,1.5,투룸,2,대전광역시 서구 괴정동 10-14,36.3417375654033,127.38379915569,https://dabangapp.com/room/64ab93f84af86515f7646ec4,https://d1774jszgerdmk.cloudfront.net/512/8TpcrRiUIg2SFIARpCpW-,[]
대전광역시 26,월세,2000,55,/ 완벽한투룸 / 붙박이장 / 베란다 / 주차장 /,2층,52.2,3,투룸,2,대전광역시 동구 가양동,36.347019755256,127.441416938884,https://dabangapp.com/room/64b4abdead0d733d4ec1ebed,https://d1774jszgerdmk.cloudfront.net/512/Ui3z_V1xgXh6FQLApYZwA,[]
대전광역시 27,월세,4500,40,스카이뷰시티.최고인기높은1.5룸.보증보험가입.,고층,28.07,7,도시형,3,대전시 유성구 봉명동 615-2,36.3581605127364,127.344429501357,https://dabangapp.com/room/64b4e02bd1e8aa17eb1717a4,https://d1774jszgerdmk.cloudfront.net/512/Y_8p37xIAUV4VesakksrF,[]
대전광역시 28,전세,6500,0,탄방역 대전시청 인근 가성비 쩌는 복층형 오피스텔,고층,23.73,7,오피스텔,3,대전시 서구 탄방동 743,36.3476239147481,127.388857065625,https://dabangapp.com/room/649a4818b20b7c755c198853,https://d1774jszgerdmk.cloudfront.net/512/3baKiUSpSLPS6kox1x7e6,[]
대전광역시 29,전세,13000,0,"도안초등학교, 도안중학교, 호수초등학교 인근 / 학원가 / 저렴한 쓰리룸",2층,65,5,쓰리룸 이상,3,대전광역시 서구 도안동 1193,36.3245199293643,127.344113684676,https://dabangapp.com/room/64a4c73da727c03b0b5a0abf,https://d1774jszgerdmk.cloudfront.net/512/Qvixi04SYnwYlF5sGiJwj,[]
대전광역시 30,월세,300,35,"+추천확인+ 갑천역인근, 풀리모델링 된 깔끔한 투룸, 채광 전망까지 보장",2층,59.5,3,투룸,2,대전광역시 서구 월평동 1193,36.3554039713262,127.356453177981,https://dabangapp.com/room/64782e5e00f7956e3379303e,https://d1774jszgerdmk.cloudfront.net/512/3efe644b-222a-44de-8f74-f7a390a4ddd3,[]
대전광역시 31,전세,1,0,LH 백프로 가능++거실큰투룸+용문역 7분++금방나가요,3층,59.5,3,투룸,2,대전광역시 서구 용문동 242-2,36.339654223878,127.395682300218,https://dabangapp.com/room/64a233f75e783a24acfee6e7,https://d1774jszgerdmk.cloudfront.net/512/Vun4aQLCMsnkz8kyBXGr-,[]
대전광역시 32,월세,3000,75,+넓은투룸+ 보증금월세조절가능+ 중문+ 화이트톤+ 에어컨옵션+ 아일랜드,2층,60,2.5,투룸,2,대전광역시 유성구 원신흥동 570-10,36.3339780730946,127.336102479993,https://dabangapp.com/room/64a780c1f674e96c6a4d53be,https://d1774jszgerdmk.cloudfront.net/512/08e628af-f5a5-4364-8931-a3e8933c0fc6,[]
대전광역시 33,월세,2000,80,괴정동 거실큰투룸 보세요 컨디션최상 엘베 즉시입주,4층,62.81,3,투룸,2,대전광역시 서구 괴정동 81-19,36.3370674778295,127.385789742263,https://dabangapp.com/room/64a4fa5fbc197f7b4c319322,https://d1774jszgerdmk.cloudfront.net/512/tjciDfj8vCPaISvbSlSaP,[]
대전광역시 34,월세,4000,45,"신축 풀옵션 투룸 입니다,여러개의1.5룸,2룸있으니 편하게 전화주세요",2층,50,5,투룸,2,"대전광역시 동구 가양동 32-47, 1동",36.3532517694279,127.450412948482,https://dabangapp.com/room/649940d11419553b22a7eab9,https://d1774jszgerdmk.cloudfront.net/512/X0_VXICn2Afv__S39QJxP,[]
대전광역시 35,월세,2000,65,"방3 화장실 2개 , 엘리베이터 있는 건물 , 강력추천 합니다",4층,82.64,5,쓰리룸 이상,3,대전광역시 동구 용전동 62-23,36.3518290184728,127.435406474185,https://dabangapp.com/room/649ba5de9002881d4b0d1fb7,https://d1774jszgerdmk.cloudfront.net/512/OvkO4tEi0fjv7kTkmVTzI,[]
